manufacturer,division,vehicle_line,vehicle_class,drive_system,engine_displacement_liters,rated_horsepower,city_mpg,highway_mpg,combined_mpg,co2_grams_per_mile
"Nissan Motor Co., Ltd.",NISSAN,FRONTIER 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",3.8,310.0,18,24,21,324.0
"Nissan Motor Co., Ltd.",NISSAN,FRONTIER 4WD,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,3.8,310.0,18,23,20,335.0
"Nissan Motor Co., Ltd.",NISSAN,FRONTIER 4WD PRO-4X,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,3.8,310.0,18,22,19,345.0
"Nissan Motor Co., Ltd.",NISSAN,GT-R,Subcompact Cars,All Wheel Drive,3.8,565.0,16,22,18,380.0
"Nissan Motor Co., Ltd.",NISSAN,KICKS,Midsize Cars,"2-Wheel Drive, Front",1.6,122.0,31,36,33,195.0
"Nissan Motor Co., Ltd.",NISSAN,MURANO AWD,Midsize Station Wagons,All Wheel Drive,3.5,260.0,20,28,23,300.0
"Nissan Motor Co., Ltd.",NISSAN,MURANO FWD,Midsize Station Wagons,"2-Wheel Drive, Front",3.5,260.0,20,28,23,287.0
"Nissan Motor Co., Ltd.",MITSUBISHI,Outlander 2WD,Small SUV 2WD,"2-Wheel Drive, Front",2.5,181.0,24,31,27,244.0
"Nissan Motor Co., Ltd.",MITSUBISHI,Outlander 4WD,Small SUV 4WD,4-Wheel Drive,2.5,181.0,24,30,26,247.0
"Nissan Motor Co., Ltd.",NISSAN,PATHFINDER 2WD,Small SUV 2WD,"2-Wheel Drive, Front",3.5,284.0,20,27,23,291.0
"Nissan Motor Co., Ltd.",NISSAN,PATHFINDER 4WD,Small SUV 4WD,4-Wheel Drive,3.5,284.0,21,27,23,283.0
"Nissan Motor Co., Ltd.",NISSAN,PATHFINDER 4WD PLATINUM,Standard SUV 4WD,4-Wheel Drive,3.5,284.0,20,25,22,296.0
"Nissan Motor Co., Ltd.",NISSAN,PATHFINDER 4WD ROCK CREEK,Small SUV 4WD,4-Wheel Drive,3.5,295.0,20,23,21,311.0
"Nissan Motor Co., Ltd.",INFINITI,Q50,Midsize Cars,"2-Wheel Drive, Rear",3.0,300.0,20,29,23,288.0
"Nissan Motor Co., Ltd.",INFINITI,Q50 AWD,Midsize Cars,All Wheel Drive,3.0,300.0,19,27,22,308.0
"Nissan Motor Co., Ltd.",INFINITI,Q50 AWD RED SPORT,Midsize Cars,All Wheel Drive,3.0,400.0,19,26,22,308.0
"Nissan Motor Co., Ltd.",INFINITI,Q50 RED SPORT,Midsize Cars,"2-Wheel Drive, Rear",3.0,400.0,20,26,22,307.0
"Nissan Motor Co., Ltd.",INFINITI,QX50,Small SUV 2WD,"2-Wheel Drive, Front",2.0,268.0,23,29,26,248.0
"Nissan Motor Co., Ltd.",INFINITI,QX50 AWD,Small SUV 4WD,All Wheel Drive,2.0,268.0,22,28,25,262.0
"Nissan Motor Co., Ltd.",INFINITI,QX50 AWD,Small SUV 4WD,All Wheel Drive,2.0,268.0,22,28,25,262.0
"Nissan Motor Co., Ltd.",INFINITI,QX55 AWD,Small SUV 4WD,All Wheel Drive,2.0,268.0,22,28,25,264.0
"Nissan Motor Co., Ltd.",INFINITI,QX55 AWD,Small SUV 4WD,All Wheel Drive,2.0,268.0,22,28,25,264.0
"Nissan Motor Co., Ltd.",INFINITI,QX60 AWD,Standard SUV 4WD,All Wheel Drive,3.5,295.0,20,25,22,307.0
"Nissan Motor Co., Ltd.",INFINITI,QX60 FWD,Standard SUV 2WD,"2-Wheel Drive, Front",3.5,295.0,21,26,23,287.0
"Nissan Motor Co., Ltd.",INFINITI,QX80 2WD,Standard SUV 2WD,"2-Wheel Drive, Rear",5.6,400.0,14,20,16,425.0
"Nissan Motor Co., Ltd.",INFINITI,QX80 4WD,Standard SUV 4WD,4-Wheel Drive,5.6,400.0,13,19,15,445.0
"Nissan Motor Co., Ltd.",NISSAN,ROGUE AWD,Small SUV 4WD,All Wheel Drive,1.5,201.0,28,35,31,194.0
"Nissan Motor Co., Ltd.",NISSAN,ROGUE AWD SL/PLATINUM,Small SUV 4WD,All Wheel Drive,1.5,201.0,28,34,31,201.0
"Nissan Motor Co., Ltd.",NISSAN,ROGUE FWD,Small SUV 2WD,"2-Wheel Drive, Front",1.5,201.0,30,37,33,188.0
"Nissan Motor Co., Ltd.",NISSAN,ROGUE FWD,Small SUV 2WD,"2-Wheel Drive, Front",1.5,201.0,30,37,33,188.0
"Nissan Motor Co., Ltd.",NISSAN,ROGUE FWD SL/PLATINUM,Small SUV 2WD,"2-Wheel Drive, Front",1.5,201.0,29,36,32,192.0
"Nissan Motor Co., Ltd.",NISSAN,SENTRA,Midsize Cars,"2-Wheel Drive, Front",2.0,149.0,30,40,34,180.0
"Nissan Motor Co., Ltd.",NISSAN,SENTRA,Midsize Cars,"2-Wheel Drive, Front",2.0,149.0,30,40,34,180.0
"Nissan Motor Co., Ltd.",NISSAN,SENTRA SR,Midsize Cars,"2-Wheel Drive, Front",2.0,149.0,30,38,33,187.0
"Nissan Motor Co., Ltd.",NISSAN,SENTRA SR,Midsize Cars,"2-Wheel Drive, Front",2.0,149.0,30,38,33,187.0
"Nissan Motor Co., Ltd.",NISSAN,TITAN 2WD,Standard Pick-up Trucks 2WD,"2-Wheel Drive, Rear",5.6,400.0,15,21,17,395.0
"Nissan Motor Co., Ltd.",NISSAN,TITAN 4WD,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,5.6,400.0,15,21,17,402.0
"Nissan Motor Co., Ltd.",NISSAN,TITAN 4WD PRO-4X,Standard Pick-up Trucks 4WD,Part-time 4-Wheel Drive,5.6,400.0,14,20,16,425.0
"Nissan Motor Co., Ltd.",NISSAN,VERSA,Compact Cars,"2-Wheel Drive, Front",1.6,122.0,32,40,35,184.0
"Nissan Motor Co., Ltd.",NISSAN,VERSA,Compact Cars,"2-Wheel Drive, Front",1.6,122.0,27,35,30,211.0
"Nissan Motor Co., Ltd.",NISSAN,Z,Two Seaters,"2-Wheel Drive, Rear",3.0,400.0,18,24,20,334.0
"Nissan Motor Co., Ltd.",NISSAN,Z,Two Seaters,"2-Wheel Drive, Rear",3.0,400.0,19,28,22,296.0
"Nissan Motor Co., Ltd.",NISSAN,Z NISMO,Two Seaters,"2-Wheel Drive, Rear",3.0,420.0,17,24,19,326.0
Porsche AG,Porsche,718 Boxster,Two Seaters,"2-Wheel Drive, Rear",2.0,300.0,20,25,22,312.0
Porsche AG,Porsche,718 Boxster,Two Seaters,"2-Wheel Drive, Rear",2.0,300.0,21,27,24,283.0
Porsche AG,Porsche,718 Boxster GTS 4.0,Two Seaters,"2-Wheel Drive, Rear",4.0,414.0,17,24,19,352.0
Porsche AG,Porsche,718 Boxster GTS 4.0,Two Seaters,"2-Wheel Drive, Rear",4.0,414.0,19,24,21,319.0
Porsche AG,Porsche,718 Boxster S,Two Seaters,"2-Wheel Drive, Rear",2.5,350.0,19,24,21,322.0
Porsche AG,Porsche,718 Boxster S,Two Seaters,"2-Wheel Drive, Rear",2.5,350.0,19,25,22,312.0
Porsche AG,Porsche,718 Cayman,Two Seaters,"2-Wheel Drive, Rear",2.0,300.0,20,25,22,312.0
Porsche AG,Porsche,718 Cayman,Two Seaters,"2-Wheel Drive, Rear",2.0,300.0,21,27,24,283.0
Porsche AG,Porsche,718 Cayman GTS 4.0,Two Seaters,"2-Wheel Drive, Rear",4.0,414.0,17,24,19,352.0
Porsche AG,Porsche,718 Cayman GTS 4.0,Two Seaters,"2-Wheel Drive, Rear",4.0,414.0,19,24,21,319.0
Porsche AG,Porsche,718 Cayman S,Two Seaters,"2-Wheel Drive, Rear",2.5,350.0,19,24,21,322.0
Porsche AG,Porsche,718 Cayman S,Two Seaters,"2-Wheel Drive, Rear",2.5,350.0,19,25,22,312.0
Porsche AG,Porsche,718 GT4 RS,Two Seaters,"2-Wheel Drive, Rear",4.0,493.0,15,19,16,424.0
Porsche AG,Porsche,718 Spyder RS,Two Seaters,"2-Wheel Drive, Rear",4.0,493.0,14,19,16,430.0
Porsche AG,Porsche,911 Carrera,Minicompact Cars,"2-Wheel Drive, Rear",3.0,379.0,18,24,20,317.0
Porsche AG,Porsche,911 Carrera 4,Minicompact Cars,All Wheel Drive,3.0,379.0,18,24,20,320.0
Porsche AG,Porsche,911 Carrera 4 Cabriolet,Minicompact Cars,All Wheel Drive,3.0,379.0,18,24,20,324.0
Porsche AG,Porsche,911 Carrera 4 GTS,Minicompact Cars,All Wheel Drive,3.0,473.0,17,23,19,340.0
Porsche AG,Porsche,911 Carrera 4 GTS,Minicompact Cars,All Wheel Drive,3.0,473.0,17,23,19,348.0
Porsche AG,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,All Wheel Drive,3.0,473.0,17,22,19,351.0
Porsche AG,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,All Wheel Drive,3.0,473.0,16,23,19,351.0
Porsche AG,Porsche,911 Carrera 4S,Minicompact Cars,All Wheel Drive,3.0,443.0,17,25,20,328.0
Porsche AG,Porsche,911 Carrera 4S,Minicompact Cars,All Wheel Drive,3.0,443.0,18,23,20,334.0
Porsche AG,Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,All Wheel Drive,3.0,443.0,17,24,20,332.0
Porsche AG,Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,All Wheel Drive,3.0,379.0,18,23,20,332.0
Porsche AG,Porsche,911 Carrera Cabriolet,Minicompact Cars,"2-Wheel Drive, Rear",3.0,379.0,18,24,20,318.0
Porsche AG,Porsche,911 Carrera GTS,Minicompact Cars,"2-Wheel Drive, Rear",3.0,473.0,17,23,19,339.0
Porsche AG,Porsche,911 Carrera GTS,Minicompact Cars,"2-Wheel Drive, Rear",3.0,473.0,17,24,20,338.0
Porsche AG,Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,"2-Wheel Drive, Rear",3.0,473.0,17,23,19,335.0
Porsche AG,Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,"2-Wheel Drive, Rear",3.0,473.0,17,24,20,335.0
Porsche AG,Porsche,911 Carrera S,Minicompact Cars,"2-Wheel Drive, Rear",3.0,443.0,18,25,21,322.0
Porsche AG,Porsche,911 Carrera S,Minicompact Cars,"2-Wheel Drive, Rear",3.0,443.0,18,23,20,332.0
Porsche AG,Porsche,911 Carrera S Cabriolet,Minicompact Cars,"2-Wheel Drive, Rear",3.0,443.0,17,25,20,325.0
Porsche AG,Porsche,911 Carrera S Cabriolet,Minicompact Cars,"2-Wheel Drive, Rear",3.0,443.0,18,23,20,332.0
Porsche AG,Porsche,911 Carrera T,Minicompact Cars,"2-Wheel Drive, Rear",3.0,379.0,17,25,20,332.0
Porsche AG,Porsche,911 Carrera T,Minicompact Cars,"2-Wheel Drive, Rear",3.0,379.0,18,24,20,325.0
Porsche AG,Porsche,911 Dakar,Minicompact Cars,All Wheel Drive,3.0,473.0,16,24,19,352.0
Porsche AG,Porsche,911 GT3,Two Seaters,"2-Wheel Drive, Rear",4.0,502.0,14,18,16,419.0
Porsche AG,Porsche,911 GT3,Two Seaters,"2-Wheel Drive, Rear",4.0,502.0,13,19,15,440.0
Porsche AG,Porsche,911 GT3 RS,Two Seaters,"2-Wheel Drive, Rear",4.0,518.0,14,18,16,445.0
Porsche AG,Porsche,911 GT3 Touring,Two Seaters,"2-Wheel Drive, Rear",4.0,502.0,14,18,16,420.0
Porsche AG,Porsche,911 GT3 Touring,Two Seaters,"2-Wheel Drive, Rear",4.0,502.0,13,19,15,438.0
Porsche AG,Porsche,911 S/T,Two Seaters,"2-Wheel Drive, Rear",4.0,518.0,13,19,15,459.0
Porsche AG,Porsche,911 Targa 4,Minicompact Cars,All Wheel Drive,3.0,379.0,18,24,20,321.0
Porsche AG,Porsche,911 Targa 4 GTS,Minicompact Cars,All Wheel Drive,3.0,473.0,17,22,19,350.0
Porsche AG,Porsche,911 Targa 4 GTS,Minicompact Cars,All Wheel Drive,3.0,473.0,16,23,19,351.0
Porsche AG,Porsche,911 Targa 4S,Minicompact Cars,All Wheel Drive,3.0,443.0,18,23,20,325.0
Porsche AG,Porsche,911 Targa 4S,Minicompact Cars,All Wheel Drive,3.0,443.0,17,24,20,338.0
Porsche AG,Porsche,911 Turbo,Minicompact Cars,All Wheel Drive,3.745,572.0,14,21,17,416.0
Porsche AG,Porsche,911 Turbo Cabriolet,Minicompact Cars,All Wheel Drive,3.745,572.0,14,20,16,426.0
Porsche AG,Porsche,911 Turbo S,Minicompact Cars,All Wheel Drive,3.745,640.0,14,20,16,417.0
Porsche AG,Porsche,911 Turbo S Cabriolet,Minicompact Cars,All Wheel Drive,3.745,640.0,14,20,16,422.0
Porsche AG,Porsche,Cayenne,Standard SUV 4WD,All Wheel Drive,3.0,348.0,17,23,19,346.0
Porsche AG,Porsche,Cayenne Coupe,Standard SUV 4WD,All Wheel Drive,3.0,348.0,17,23,19,342.0
Porsche AG,Porsche,Cayenne S,Standard SUV 4WD,All Wheel Drive,4.0,468.0,15,21,17,390.0
Porsche AG,Porsche,Cayenne S Coupe,Standard SUV 4WD,All Wheel Drive,4.0,468.0,15,21,17,393.0
Porsche AG,Porsche,Cayenne Turbo GT,Standard SUV 4WD,All Wheel Drive,4.0,650.0,15,20,17,398.0
Porsche AG,Porsche,Macan,Small SUV 4WD,All Wheel Drive,2.0,261.0,19,25,21,319.0
Porsche AG,Porsche,Macan GTS,Small SUV 4WD,All Wheel Drive,2.9,434.0,17,22,19,348.0
Porsche AG,Porsche,Macan S,Small SUV 4WD,All Wheel Drive,2.9,375.0,17,23,19,344.0
Porsche AG,Porsche,Macan T,Small SUV 4WD,All Wheel Drive,2.0,261.0,19,25,21,319.0
Porsche AG,Porsche,Panamera,Large Cars,"2-Wheel Drive, Rear",2.9,348.0,18,25,21,317.0
Porsche AG,Porsche,Panamera 4,Large Cars,All Wheel Drive,2.9,348.0,18,25,21,326.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Cullinan,Midsize Station Wagons,All Wheel Drive,6.7,563.0,12,19,14,493.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Cullinan Black Badge,Midsize Station Wagons,All Wheel Drive,6.7,591.0,12,19,14,493.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Ghost,Large Cars,All Wheel Drive,6.7,563.0,12,19,14,491.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Ghost Black Badge,Large Cars,All Wheel Drive,6.7,591.0,12,19,14,491.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Ghost Extended,Large Cars,All Wheel Drive,6.7,563.0,12,19,14,491.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom,Large Cars,"2-Wheel Drive, Rear",6.7,563.0,12,18,14,504.0
Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom Extended,Large Cars,"2-Wheel Drive, Rear",6.7,563.0,12,18,14,504.0
Subaru Corporation,Subaru,ASCENT AWD,Standard SUV 4WD,All Wheel Drive,2.4,260.0,20,26,22,303.0
Subaru Corporation,Subaru,ASCENT LIMITED/TOURING/ONYX EDITION AWD,Standard SUV 4WD,All Wheel Drive,2.4,260.0,19,25,21,321.0
Subaru Corporation,Subaru,BRZ,Minicompact Cars,"2-Wheel Drive, Rear",2.4,228.0,20,27,22,304.0
Subaru Corporation,Subaru,BRZ,Minicompact Cars,"2-Wheel Drive, Rear",2.4,228.0,21,30,25,275.0
Subaru Corporation,Subaru,CROSSTREK AWD,Small SUV 4WD,All Wheel Drive,2.0,152.0,27,34,29,221.0
Subaru Corporation,Subaru,CROSSTREK AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,26,33,29,225.0
Subaru Corporation,Subaru,CROSSTREK WILDERNESS AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,25,29,27,244.0
Subaru Corporation,Subaru,FORESTER AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,26,33,29,229.0
Subaru Corporation,Subaru,FORESTER AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,26,33,29,229.0
Subaru Corporation,Subaru,FORESTER WILDERNESS AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,25,28,26,252.0
Subaru Corporation,Subaru,IMPREZA,Small Station Wagons,All Wheel Drive,2.0,152.0,27,34,30,218.0
Subaru Corporation,Subaru,IMPREZA,Small Station Wagons,All Wheel Drive,2.5,182.0,26,33,29,226.0
Subaru Corporation,Subaru,LEGACY,Midsize Cars,All Wheel Drive,2.5,182.0,27,35,30,217.0
Subaru Corporation,Subaru,LEGACY,Midsize Cars,All Wheel Drive,2.4,260.0,23,31,26,252.0
Subaru Corporation,Subaru,OUTBACK AWD,Small SUV 4WD,All Wheel Drive,2.5,182.0,26,32,28,232.0
Subaru Corporation,Subaru,OUTBACK AWD,Small SUV 4WD,All Wheel Drive,2.4,260.0,22,29,25,268.0
Subaru Corporation,Subaru,OUTBACK WILDERNESS AWD,Small SUV 4WD,All Wheel Drive,2.4,260.0,21,26,23,286.0
Subaru Corporation,Subaru,WRX,Midsize Cars,All Wheel Drive,2.4,271.0,19,26,22,312.0
Subaru Corporation,Subaru,WRX,Midsize Cars,All Wheel Drive,2.4,271.0,18,25,21,323.0
Toyota Motor Corporation,TOYOTA,4RUNNER 2WD,Standard SUV 2WD,"2-Wheel Drive, Rear",3.956,270.0,16,19,17,377.0
Toyota Motor Corporation,TOYOTA,4RUNNER 4WD,Standard SUV 4WD,Part-time 4-Wheel Drive,3.956,270.0,16,19,17,388.0
Toyota Motor Corporation,TOYOTA,4RUNNER 4WD,Standard SUV 4WD,All Wheel Drive,3.956,270.0,16,19,17,392.0
Toyota Motor Corporation,TOYOTA,CAMRY,Midsize Cars,"2-Wheel Drive, Front",3.456,301.0,22,33,26,253.0
Toyota Motor Corporation,TOYOTA,CAMRY AWD LE/SE,Midsize Cars,All Wheel Drive,2.487,202.0,25,34,29,229.0
Toyota Motor Corporation,TOYOTA,CAMRY AWD LE/SE,Midsize Cars,All Wheel Drive,2.487,202.0,25,34,29,229.0
Toyota Motor Corporation,TOYOTA,CAMRY AWD XLE/XSE,Midsize Cars,All Wheel Drive,2.487,202.0,25,34,28,229.0
Toyota Motor Corporation,TOYOTA,CAMRY LE/SE,Midsize Cars,"2-Wheel Drive, Front",2.487,203.0,28,39,32,204.0
Toyota Motor Corporation,TOYOTA,CAMRY LE/SE,Midsize Cars,"2-Wheel Drive, Front",2.487,203.0,28,39,32,203.0
Toyota Motor Corporation,TOYOTA,CAMRY TRD,Midsize Cars,"2-Wheel Drive, Front",3.456,301.0,22,31,25,267.0
Toyota Motor Corporation,TOYOTA,CAMRY XLE/XSE,Midsize Cars,"2-Wheel Drive, Front",2.487,203.0,27,38,31,204.0
Toyota Motor Corporation,TOYOTA,CAMRY XSE,Midsize Cars,"2-Wheel Drive, Front",3.456,301.0,22,32,26,259.0
Toyota Motor Corporation,TOYOTA,COROLLA,Compact Cars,"2-Wheel Drive, Front",1.987,169.0,32,41,35,176.0
Toyota Motor Corporation,TOYOTA,COROLLA,Compact Cars,"2-Wheel Drive, Front",1.987,169.0,31,38,34,192.0
Toyota Motor Corporation,TOYOTA,COROLLA,Compact Cars,"2-Wheel Drive, Front",1.987,169.0,31,40,34,186.0
Toyota Motor Corporation,TOYOTA,COROLLA CROSS,Small SUV 2WD,"2-Wheel Drive, Front",1.987,169.0,31,33,32,191.0
Toyota Motor Corporation,TOYOTA,COROLLA CROSS AWD,Small SUV 4WD,All Wheel Drive,1.987,169.0,29,31,30,202.0
Toyota Motor Corporation,TOYOTA,COROLLA HATCHBACK,Compact Cars,"2-Wheel Drive, Front",1.987,169.0,32,41,35,180.0
Toyota Motor Corporation,TOYOTA,COROLLA HATCHBACK XSE,Compact Cars,"2-Wheel Drive, Front",1.987,169.0,30,38,33,193.0
Toyota Motor Corporation,LEXUS,ES 250 AWD,Midsize Cars,All Wheel Drive,2.487,202.0,25,34,28,229.0
Toyota Motor Corporation,LEXUS,ES 350,Midsize Cars,"2-Wheel Drive, Front",3.456,301.0,22,32,26,260.0
Toyota Motor Corporation,LEXUS,ES 350 F SPORT,Midsize Cars,"2-Wheel Drive, Front",3.456,301.0,22,31,25,265.0
Toyota Motor Corporation,TOYOTA,GR COROLLA,Subcompact Cars,All Wheel Drive,1.618,300.0,21,28,24,277.0
Toyota Motor Corporation,TOYOTA,GR86,Minicompact Cars,"2-Wheel Drive, Rear",2.4,228.0,20,26,22,306.0
Toyota Motor Corporation,TOYOTA,GR86,Minicompact Cars,"2-Wheel Drive, Rear",2.4,228.0,21,30,24,277.0
Toyota Motor Corporation,TOYOTA,GRAND HIGHLANDER AWD LE/XLE,Standard SUV 4WD,All Wheel Drive,2.393,265.0,21,27,23,287.0
Toyota Motor Corporation,TOYOTA,GRAND HIGHLANDER AWD LIMITED/PLATINUM,Standard SUV 4WD,All Wheel Drive,2.393,265.0,20,26,22,296.0
Toyota Motor Corporation,TOYOTA,GRAND HIGHLANDER LE/XLE,Standard SUV 2WD,"2-Wheel Drive, Front",2.393,265.0,21,28,24,276.0
Toyota Motor Corporation,TOYOTA,GRAND HIGHLANDER LIMITED,Standard SUV 2WD,"2-Wheel Drive, Front",2.393,265.0,21,28,24,276.0
Toyota Motor Corporation,LEXUS,GX 550,Standard SUV 4WD,4-Wheel Drive,3.445,349.0,15,21,17,391.0
Toyota Motor Corporation,TOYOTA,HIGHLANDER,Small SUV 2WD,"2-Wheel Drive, Front",2.393,265.0,22,29,25,270.0
Toyota Motor Corporation,TOYOTA,HIGHLANDER,Small SUV 2WD,"2-Wheel Drive, Front",2.393,265.0,21,28,24,280.0
Toyota Motor Corporation,TOYOTA,HIGHLANDER AWD,Small SUV 4WD,All Wheel Drive,2.393,265.0,21,28,24,280.0
Toyota Motor Corporation,LEXUS,IS 300,Compact Cars,"2-Wheel Drive, Rear",1.998,241.0,21,31,25,268.0
Toyota Motor Corporation,LEXUS,IS 300 AWD,Compact Cars,All Wheel Drive,3.456,260.0,19,26,22,310.0
Toyota Motor Corporation,LEXUS,IS 350,Compact Cars,"2-Wheel Drive, Rear",3.456,311.0,20,28,23,292.0
Toyota Motor Corporation,LEXUS,IS 350 AWD,Compact Cars,All Wheel Drive,3.456,311.0,19,26,22,310.0
Toyota Motor Corporation,LEXUS,IS 500,Compact Cars,"2-Wheel Drive, Rear",4.969,472.0,17,25,20,352.0
Toyota Motor Corporation,LEXUS,LC 500,Subcompact Cars,"2-Wheel Drive, Rear",4.969,471.0,16,24,18,373.0
Toyota Motor Corporation,LEXUS,LC 500 CONVERTIBLE,Minicompact Cars,"2-Wheel Drive, Rear",4.969,471.0,15,25,18,380.0
Toyota Motor Corporation,LEXUS,LS 500,Midsize Cars,"2-Wheel Drive, Rear",3.445,416.0,18,29,22,309.0
Toyota Motor Corporation,LEXUS,LS 500 AWD,Midsize Cars,All Wheel Drive,3.445,416.0,17,27,21,320.0
Toyota Motor Corporation,LEXUS,LX 600,Standard SUV 4WD,All Wheel Drive,3.445,409.0,17,22,19,369.0
Toyota Motor Corporation,LEXUS,NX 250,Small SUV 2WD,"2-Wheel Drive, Front",2.487,203.0,26,33,28,230.0
Toyota Motor Corporation,LEXUS,NX 250 AWD,Small SUV 4WD,All Wheel Drive,2.487,203.0,25,32,28,232.0
Toyota Motor Corporation,LEXUS,NX 350 AWD,Small SUV 4WD,All Wheel Drive,2.393,275.0,21,28,24,280.0
Toyota Motor Corporation,LEXUS,NX 350 AWD F SPORT,Small SUV 4WD,All Wheel Drive,2.393,275.0,21,28,24,273.0
Toyota Motor Corporation,TOYOTA,RAV4,Small SUV 2WD,"2-Wheel Drive, Front",2.487,203.0,27,35,30,214.0
Toyota Motor Corporation,TOYOTA,RAV4 AWD,Small SUV 4WD,All Wheel Drive,2.487,203.0,27,33,29,222.0
Toyota Motor Corporation,TOYOTA,RAV4 AWD,Small SUV 4WD,All Wheel Drive,2.487,203.0,25,33,28,237.0
Toyota Motor Corporation,TOYOTA,RAV4 AWD LE,Small SUV 4WD,All Wheel Drive,2.487,203.0,27,34,30,218.0
Toyota Motor Corporation,TOYOTA,RAV4 AWD TRD OFFROAD,Small SUV 4WD,All Wheel Drive,2.487,203.0,25,32,28,240.0
Toyota Motor Corporation,LEXUS,RC 300,Subcompact Cars,"2-Wheel Drive, Rear",1.998,241.0,21,31,25,268.0
Toyota Motor Corporation,LEXUS,RC 300 AWD,Subcompact Cars,All Wheel Drive,3.456,260.0,19,26,22,310.0
Toyota Motor Corporation,LEXUS,RC 350,Subcompact Cars,"2-Wheel Drive, Rear",3.456,311.0,20,28,23,292.0
Toyota Motor Corporation,LEXUS,RC 350 AWD,Subcompact Cars,All Wheel Drive,3.456,311.0,19,26,22,310.0
Toyota Motor Corporation,LEXUS,RC F,Subcompact Cars,"2-Wheel Drive, Rear",4.969,472.0,16,24,19,357.0
Toyota Motor Corporation,LEXUS,RX 350,Small SUV 2WD,"2-Wheel Drive, Front",2.393,275.0,22,29,25,266.0
Toyota Motor Corporation,LEXUS,RX 350 AWD,Small SUV 4WD,All Wheel Drive,2.393,275.0,21,28,24,279.0
Toyota Motor Corporation,TOYOTA,TACOMA 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,228.0,20,26,23,299.0
Toyota Motor Corporation,TOYOTA,TACOMA 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,228.0,20,26,23,299.0
Toyota Motor Corporation,TOYOTA,TACOMA 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,228.0,19,24,21,324.0
Toyota Motor Corporation,TOYOTA,TACOMA 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,228.0,19,24,21,324.0
Toyota Motor Corporation,TOYOTA,TACOMA 4WD MT,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,270.0,18,23,20,347.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,19,23,21,330.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,19,23,21,330.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,20,23,21,320.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,20,23,21,320.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,19,24,21,324.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,Small Pick-up Trucks 4WD,Part-time 4-Wheel Drive,2.393,278.0,19,24,21,324.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,278.0,20,24,22,307.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,278.0,20,24,22,307.0
Toyota Motor Corporation,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,Small Pick-up Trucks 2WD,"2-Wheel Drive, Rear",2.393,278.0,21,26,23,298.0
