storm_id,storm_name,observation_time,status,record_identifier,latitude,longitude,maximum_sustained_wind_knots,minimum_central_pressure_mb
AL172020,Paulette,2020-09-14 08:50:00,HU,L,32.3,-64.7,85,971
AL172020,Paulette,2020-09-14 12:00:00,HU,,32.9,-64.9,85,968
AL182020,Rene,2020-09-14 12:00:00,TD,,27.5,-48.4,25,1009
AL192020,Sally,2020-09-14 12:00:00,HU,,28.4,-86.9,65,991
AL202020,Teddy,2020-09-14 12:00:00,TS,,12.9,-42.1,35,1004
AL212020,Vicky,2020-09-14 12:00:00,TS,,18.5,-28.6,40,1003
AL172020,Paulette,2020-09-14 18:00:00,HU,,33.9,-64.4,90,965
AL192020,Sally,2020-09-14 18:00:00,HU,,28.6,-87.3,75,986
AL202020,Teddy,2020-09-14 18:00:00,TS,,12.9,-43.4,40,1003
AL212020,Vicky,2020-09-14 18:00:00,TS,,19.0,-29.1,45,1002
AL172020,Paulette,2020-09-15 00:00:00,HU,,35.1,-63.3,90,965
AL192020,Sally,2020-09-15 00:00:00,HU,,28.7,-87.7,75,986
AL202020,Teddy,2020-09-15 00:00:00,TS,,13.0,-44.5,45,1002
AL212020,Vicky,2020-09-15 00:00:00,TS,,19.5,-29.6,45,1002
AL172020,Paulette,2020-09-15 06:00:00,HU,,36.3,-62.0,90,965
AL192020,Sally,2020-09-15 06:00:00,HU,,28.8,-88.0,70,984
AL202020,Teddy,2020-09-15 06:00:00,TS,,13.4,-45.5,50,1001
AL212020,Vicky,2020-09-15 06:00:00,TS,,20.0,-30.1,45,1002
AL172020,Paulette,2020-09-15 12:00:00,HU,,37.6,-59.5,90,965
AL192020,Sally,2020-09-15 12:00:00,HU,,29.0,-88.1,70,982
AL202020,Teddy,2020-09-15 12:00:00,TS,,13.8,-46.6,55,999
AL212020,Vicky,2020-09-15 12:00:00,TS,,20.5,-30.8,45,1001
AL172020,Paulette,2020-09-15 18:00:00,HU,,38.7,-56.7,85,966
AL192020,Sally,2020-09-15 18:00:00,HU,,29.3,-88.1,70,981
AL202020,Teddy,2020-09-15 18:00:00,TS,,14.2,-47.4,55,997
AL212020,Vicky,2020-09-15 18:00:00,TS,,21.0,-31.6,45,1001
AL172020,Paulette,2020-09-16 00:00:00,HU,,40.0,-54.0,85,966
AL192020,Sally,2020-09-16 00:00:00,HU,,29.6,-88.0,75,975
AL202020,Teddy,2020-09-16 00:00:00,HU,,14.7,-48.0,65,987
AL212020,Vicky,2020-09-16 00:00:00,TS,,21.4,-32.6,45,1004
AL172020,Paulette,2020-09-16 06:00:00,HU,,41.2,-50.8,80,968
AL192020,Sally,2020-09-16 06:00:00,HU,,29.9,-87.9,95,967
AL202020,Teddy,2020-09-16 06:00:00,HU,,15.4,-48.6,80,978
AL212020,Vicky,2020-09-16 06:00:00,TS,,21.5,-33.5,40,1005
AL192020,Sally,2020-09-16 09:45:00,HU,L,30.3,-87.7,95,965
AL192020,Sally,2020-09-16 12:00:00,HU,,30.5,-87.6,85,967
AL202020,Teddy,2020-09-16 12:00:00,HU,,16.1,-49.3,85,972
AL212020,Vicky,2020-09-16 12:00:00,TS,,21.4,-34.3,35,1007
AL192020,Sally,2020-09-16 18:00:00,TS,,31.1,-87.2,60,982
AL202020,Teddy,2020-09-16 18:00:00,HU,,16.8,-50.2,85,972
AL212020,Vicky,2020-09-16 18:00:00,TS,,21.5,-35.0,35,1007
AL192020,Sally,2020-09-17 00:00:00,TS,,31.6,-86.7,35,994
AL202020,Teddy,2020-09-17 00:00:00,HU,,17.4,-51.1,85,970
AL212020,Vicky,2020-09-17 00:00:00,TS,,21.6,-35.6,35,1007
AL192020,Sally,2020-09-17 06:00:00,TD,,32.1,-86.1,30,1000
AL202020,Teddy,2020-09-17 06:00:00,HU,,18.1,-52.0,90,966
AL212020,Vicky,2020-09-17 06:00:00,TS,,21.7,-36.4,35,1008
AL242020,Alpha,2020-09-17 06:00:00,SS,,38.3,-18.1,35,1002
AL202020,Teddy,2020-09-17 12:00:00,HU,,18.9,-52.8,100,960
AL212020,Vicky,2020-09-17 12:00:00,TD,,21.6,-37.6,30,1008
AL222020,Beta,2020-09-17 12:00:00,TD,,21.5,-94.7,30,1007
AL242020,Alpha,2020-09-17 12:00:00,SS,,37.7,-17.3,35,1002
AL202020,Teddy,2020-09-17 18:00:00,HU,,19.7,-53.7,115,948
AL212020,Vicky,2020-09-17 18:00:00,TD,,21.3,-38.7,25,1008
AL222020,Beta,2020-09-17 18:00:00,TD,,21.8,-94.4,30,1005
AL232020,Wilfred,2020-09-17 18:00:00,TS,,10.8,-28.1,35,1007
AL242020,Alpha,2020-09-17 18:00:00,SS,,36.7,-15.6,40,999
AL202020,Teddy,2020-09-18 00:00:00,HU,,20.4,-54.4,120,945
AL222020,Beta,2020-09-18 00:00:00,TD,,22.0,-94.2,30,1005
AL232020,Wilfred,2020-09-18 00:00:00,TS,,11.1,-29.3,35,1006
AL242020,Alpha,2020-09-18 00:00:00,SS,,36.7,-13.1,45,996
AL202020,Teddy,2020-09-18 06:00:00,HU,,21.1,-55.1,115,946
AL222020,Beta,2020-09-18 06:00:00,TD,,22.6,-94.1,30,1005
AL232020,Wilfred,2020-09-18 06:00:00,TS,,11.4,-30.6,35,1006
AL242020,Alpha,2020-09-18 06:00:00,SS,,37.9,-11.4,45,996
AL202020,Teddy,2020-09-18 12:00:00,HU,,21.7,-55.8,110,947
AL222020,Beta,2020-09-18 12:00:00,TD,,23.2,-93.8,30,1005
AL232020,Wilfred,2020-09-18 12:00:00,TS,,11.7,-32.0,35,1006
AL242020,Alpha,2020-09-18 12:00:00,SS,,38.9,-10.3,45,996
AL202020,Teddy,2020-09-18 18:00:00,HU,,22.5,-56.5,105,949
AL222020,Beta,2020-09-18 18:00:00,TS,,24.1,-93.1,40,1003
AL232020,Wilfred,2020-09-18 18:00:00,TS,,12.0,-33.5,35,1006
AL242020,Alpha,2020-09-18 18:00:00,SS,,39.9,-9.1,45,996
AL242020,Alpha,2020-09-18 18:40:00,SS,L,40.0,-8.9,45,996
AL202020,Teddy,2020-09-19 00:00:00,HU,,23.5,-57.2,105,945
AL222020,Beta,2020-09-19 00:00:00,TS,,25.2,-92.3,50,1000
AL232020,Wilfred,2020-09-19 00:00:00,TS,,12.4,-35.0,35,1006
AL242020,Alpha,2020-09-19 00:00:00,SD,,40.6,-7.6,30,1004
AL202020,Teddy,2020-09-19 06:00:00,HU,,24.4,-57.9,100,947
AL222020,Beta,2020-09-19 06:00:00,TS,,25.8,-92.3,50,996
AL232020,Wilfred,2020-09-19 06:00:00,TS,,12.8,-36.2,35,1006
AL202020,Teddy,2020-09-19 12:00:00,HU,,25.4,-58.7,100,950
AL222020,Beta,2020-09-19 12:00:00,TS,,26.4,-92.4,50,994
AL232020,Wilfred,2020-09-19 12:00:00,TS,,13.2,-37.3,35,1006
AL202020,Teddy,2020-09-19 18:00:00,HU,,26.2,-59.7,100,953
AL222020,Beta,2020-09-19 18:00:00,TS,,26.6,-92.2,50,995
AL232020,Wilfred,2020-09-19 18:00:00,TS,,13.7,-38.5,35,1006
AL202020,Teddy,2020-09-20 00:00:00,HU,,26.9,-60.8,95,956
AL222020,Beta,2020-09-20 00:00:00,TS,,26.8,-92.1,50,997
AL232020,Wilfred,2020-09-20 00:00:00,TS,,14.3,-39.9,35,1007
AL202020,Teddy,2020-09-20 06:00:00,HU,,27.5,-61.9,90,958
AL222020,Beta,2020-09-20 06:00:00,TS,,26.9,-92.5,50,998
AL232020,Wilfred,2020-09-20 06:00:00,TS,,14.9,-41.5,35,1007
AL202020,Teddy,2020-09-20 12:00:00,HU,,28.0,-62.6,85,963
AL222020,Beta,2020-09-20 12:00:00,TS,,27.1,-92.8,50,996
AL232020,Wilfred,2020-09-20 12:00:00,TD,,15.4,-43.2,30,1008
AL172020,Paulette,2020-09-20 18:00:00,TS,,34.7,-30.6,35,1008
AL202020,Teddy,2020-09-20 18:00:00,HU,,28.5,-63.3,80,964
AL222020,Beta,2020-09-20 18:00:00,TS,,27.5,-93.6,55,996
AL232020,Wilfred,2020-09-20 18:00:00,TD,,15.8,-45.0,30,1009
AL172020,Paulette,2020-09-21 00:00:00,TS,,34.1,-31.2,35,1008
AL202020,Teddy,2020-09-21 00:00:00,HU,,29.0,-63.7,80,963
AL222020,Beta,2020-09-21 00:00:00,TS,,27.5,-94.1,50,993
AL232020,Wilfred,2020-09-21 00:00:00,TD,,15.8,-46.7,30,1009
AL172020,Paulette,2020-09-21 06:00:00,TS,,33.3,-31.2,35,1008
AL202020,Teddy,2020-09-21 06:00:00,HU,,29.7,-63.5,80,962
AL222020,Beta,2020-09-21 06:00:00,TS,,27.6,-94.8,45,995
AL172020,Paulette,2020-09-21 12:00:00,TS,,32.9,-29.8,35,1008
AL202020,Teddy,2020-09-21 12:00:00,HU,,30.5,-62.9,80,960
AL222020,Beta,2020-09-21 12:00:00,TS,,27.8,-95.5,45,997
AL172020,Paulette,2020-09-21 18:00:00,TS,,33.3,-28.1,40,1008
AL202020,Teddy,2020-09-21 18:00:00,HU,,32.2,-61.8,80,958
AL222020,Beta,2020-09-21 18:00:00,TS,,28.1,-96.0,40,999
AL172020,Paulette,2020-09-22 00:00:00,TS,,33.8,-26.3,50,1004
AL202020,Teddy,2020-09-22 00:00:00,HU,,34.6,-61.4,85,956
AL222020,Beta,2020-09-22 00:00:00,TS,,28.3,-96.3,45,998
AL222020,Beta,2020-09-22 02:45:00,TS,L,28.4,-96.4,45,997
AL172020,Paulette,2020-09-22 06:00:00,TS,,34.5,-24.6,50,1002
AL202020,Teddy,2020-09-22 06:00:00,HU,,37.6,-62.1,90,952
AL222020,Beta,2020-09-22 06:00:00,TS,,28.6,-96.6,40,999
AL202020,Teddy,2020-09-22 12:00:00,HU,,39.1,-63.5,90,949
AL222020,Beta,2020-09-22 12:00:00,TS,,28.8,-96.8,35,1002
AL202020,Teddy,2020-09-22 18:00:00,HU,,40.3,-64.2,80,952
AL222020,Beta,2020-09-22 18:00:00,TD,,28.9,-96.5,25,1006
AL202020,Teddy,2020-09-23 00:00:00,HU,,41.8,-64.2,65,954
AL252020,Gamma,2020-10-02 06:00:00,TD,,17.2,-83.9,30,1006
AL252020,Gamma,2020-10-02 12:00:00,TD,,17.8,-84.4,30,1005
AL252020,Gamma,2020-10-02 18:00:00,TS,,18.4,-85.0,35,1002
AL252020,Gamma,2020-10-03 00:00:00,TS,,18.8,-85.8,40,998
AL252020,Gamma,2020-10-03 06:00:00,TS,,19.2,-86.6,45,995
AL252020,Gamma,2020-10-03 12:00:00,TS,,19.7,-87.1,55,986
AL252020,Gamma,2020-10-03 16:45:00,HU,L,20.2,-87.4,65,978
AL252020,Gamma,2020-10-03 18:00:00,TS,,20.4,-87.5,60,980
AL252020,Gamma,2020-10-04 00:00:00,TS,,21.0,-87.9,50,991
AL252020,Gamma,2020-10-04 06:00:00,TS,,21.8,-88.2,45,997
AL252020,Gamma,2020-10-04 12:00:00,TS,,22.3,-88.1,50,995
AL252020,Gamma,2020-10-04 18:00:00,TS,,22.7,-87.7,55,994
AL262020,Delta,2020-10-04 18:00:00,TD,,16.4,-76.2,30,1006
AL252020,Gamma,2020-10-05 00:00:00,TS,,22.9,-87.4,50,998
AL262020,Delta,2020-10-05 00:00:00,TD,,16.4,-77.0,30,1006
AL252020,Gamma,2020-10-05 06:00:00,TS,,22.8,-87.4,45,999
AL262020,Delta,2020-10-05 06:00:00,TD,,16.4,-77.7,30,1006
AL252020,Gamma,2020-10-05 12:00:00,TS,,22.6,-87.5,40,1001
AL262020,Delta,2020-10-05 12:00:00,TS,,16.4,-78.4,40,1004
AL252020,Gamma,2020-10-05 18:00:00,TD,,22.3,-87.9,30,1005
AL262020,Delta,2020-10-05 18:00:00,TS,,16.4,-79.1,55,985
AL252020,Gamma,2020-10-06 00:00:00,TD,,21.9,-88.2,30,1005
AL262020,Delta,2020-10-06 00:00:00,HU,,16.6,-79.8,65,980
AL252020,Gamma,2020-10-06 03:00:00,TD,L,21.6,-88.4,30,1005
AL252020,Gamma,2020-10-06 06:00:00,TD,,21.3,-88.5,30,1005
AL262020,Delta,2020-10-06 06:00:00,HU,,17.1,-80.7,75,973
AL252020,Gamma,2020-10-06 12:00:00,TD,,20.6,-88.5,25,1007
AL262020,Delta,2020-10-06 12:00:00,HU,,17.8,-82.0,100,959
AL262020,Delta,2020-10-06 18:00:00,HU,,18.5,-83.3,120,953
AL262020,Delta,2020-10-07 00:00:00,HU,,19.3,-84.6,100,962
AL262020,Delta,2020-10-07 06:00:00,HU,,20.1,-85.9,90,968
AL262020,Delta,2020-10-07 10:30:00,HU,L,20.8,-86.9,90,971
AL262020,Delta,2020-10-07 12:00:00,HU,,21.1,-87.4,85,973
AL262020,Delta,2020-10-07 18:00:00,HU,,21.7,-88.8,75,978
AL262020,Delta,2020-10-08 00:00:00,HU,,22.3,-90.2,80,973
AL262020,Delta,2020-10-08 06:00:00,HU,,23.0,-91.4,85,973
AL262020,Delta,2020-10-08 12:00:00,HU,,23.7,-92.4,90,969
AL262020,Delta,2020-10-08 18:00:00,HU,,24.5,-93.1,100,960
AL262020,Delta,2020-10-09 00:00:00,HU,,25.3,-93.5,105,953
AL262020,Delta,2020-10-09 06:00:00,HU,,26.3,-93.7,105,953
AL262020,Delta,2020-10-09 12:00:00,HU,,27.5,-93.8,100,958
AL262020,Delta,2020-10-09 18:00:00,HU,,28.7,-93.6,90,966
AL262020,Delta,2020-10-09 23:00:00,HU,L,29.8,-93.1,85,970
AL262020,Delta,2020-10-10 00:00:00,HU,,30.1,-92.9,75,971
AL262020,Delta,2020-10-10 06:00:00,TS,,31.4,-92.2,50,985
AL262020,Delta,2020-10-10 12:00:00,TS,,32.5,-91.4,35,993
AL272020,Epsilon,2020-10-19 06:00:00,TD,,25.5,-55.9,30,1003
AL272020,Epsilon,2020-10-19 12:00:00,TS,,25.4,-55.6,35,1000
AL272020,Epsilon,2020-10-19 18:00:00,TS,,25.3,-55.4,40,998
AL272020,Epsilon,2020-10-20 00:00:00,TS,,25.2,-55.2,40,998
AL272020,Epsilon,2020-10-20 06:00:00,TS,,25.5,-54.9,45,996
AL272020,Epsilon,2020-10-20 12:00:00,TS,,26.2,-54.7,50,994
AL272020,Epsilon,2020-10-20 18:00:00,TS,,27.3,-55.3,55,992
AL272020,Epsilon,2020-10-21 00:00:00,HU,,28.3,-56.3,65,987
AL272020,Epsilon,2020-10-21 06:00:00,HU,,28.7,-57.7,75,976
AL272020,Epsilon,2020-10-21 12:00:00,HU,,28.9,-58.7,85,968
AL272020,Epsilon,2020-10-21 18:00:00,HU,,29.3,-59.6,100,955
AL272020,Epsilon,2020-10-22 00:00:00,HU,,29.5,-60.4,100,952
AL272020,Epsilon,2020-10-22 06:00:00,HU,,30.2,-60.9,90,958
AL272020,Epsilon,2020-10-22 12:00:00,HU,,30.8,-61.3,80,965
AL272020,Epsilon,2020-10-22 18:00:00,HU,,31.5,-61.5,75,968
AL272020,Epsilon,2020-10-23 00:00:00,HU,,32.2,-61.6,75,968
AL272020,Epsilon,2020-10-23 06:00:00,HU,,32.9,-61.6,75,968
AL272020,Epsilon,2020-10-23 12:00:00,HU,,33.7,-61.6,75,966
AL272020,Epsilon,2020-10-23 18:00:00,HU,,34.9,-61.7,75,964
AL272020,Epsilon,2020-10-24 00:00:00,HU,,36.1,-62.0,75,962
AL272020,Epsilon,2020-10-24 06:00:00,HU,,36.8,-62.1,75,957
AL272020,Epsilon,2020-10-24 12:00:00,HU,,37.4,-61.3,75,957
AL282020,Zeta,2020-10-24 12:00:00,TD,,18.4,-82.6,25,1007
AL272020,Epsilon,2020-10-24 18:00:00,HU,,38.6,-59.7,70,960
AL282020,Zeta,2020-10-24 18:00:00,TD,,18.2,-83.0,30,1006
AL272020,Epsilon,2020-10-25 00:00:00,HU,,40.3,-57.6,65,962
AL282020,Zeta,2020-10-25 00:00:00,TS,,18.0,-83.2,35,1005
AL272020,Epsilon,2020-10-25 06:00:00,HU,,42.0,-55.2,65,963
AL282020,Zeta,2020-10-25 06:00:00,TS,,17.7,-83.5,40,1004
AL272020,Epsilon,2020-10-25 12:00:00,HU,,43.3,-51.8,65,964
AL282020,Zeta,2020-10-25 12:00:00,TS,,17.8,-83.6,45,1003
AL272020,Epsilon,2020-10-25 18:00:00,TS,,45.0,-46.9,60,966
AL282020,Zeta,2020-10-25 18:00:00,TS,,18.0,-83.7,50,1000
AL272020,Epsilon,2020-10-26 00:00:00,TS,,47.2,-41.2,60,968
AL282020,Zeta,2020-10-26 00:00:00,TS,,18.2,-83.8,55,996
AL282020,Zeta,2020-10-26 06:00:00,HU,,18.5,-84.1,65,993
AL282020,Zeta,2020-10-26 12:00:00,HU,,18.9,-84.8,65,990
AL282020,Zeta,2020-10-26 18:00:00,HU,,19.4,-85.7,70,984
AL282020,Zeta,2020-10-27 00:00:00,HU,,19.9,-86.6,70,980
AL282020,Zeta,2020-10-27 03:55:00,HU,L,20.4,-87.4,75,977
AL282020,Zeta,2020-10-27 06:00:00,HU,,20.6,-87.9,65,981
AL282020,Zeta,2020-10-27 12:00:00,TS,,21.3,-89.0,60,985
AL282020,Zeta,2020-10-27 18:00:00,TS,,22.2,-90.0,55,988
AL282020,Zeta,2020-10-28 00:00:00,TS,,23.2,-90.8,55,990
AL282020,Zeta,2020-10-28 06:00:00,HU,,24.4,-91.5,65,984
AL282020,Zeta,2020-10-28 12:00:00,HU,,26.0,-91.7,80,978
AL282020,Zeta,2020-10-28 18:00:00,HU,,28.0,-91.1,95,973
AL282020,Zeta,2020-10-28 21:00:00,HU,L,29.2,-90.6,100,970
AL282020,Zeta,2020-10-29 00:00:00,HU,,30.2,-89.9,85,973
AL282020,Zeta,2020-10-29 06:00:00,TS,,32.8,-87.5,60,986
AL282020,Zeta,2020-10-29 12:00:00,TS,,35.3,-83.6,45,990
AL292020,Eta,2020-10-31 18:00:00,TD,,14.9,-72.4,30,1006
AL292020,Eta,2020-11-01 00:00:00,TS,,14.9,-73.6,35,1005
AL292020,Eta,2020-11-01 06:00:00,TS,,14.9,-75.1,35,1005
AL292020,Eta,2020-11-01 12:00:00,TS,,14.9,-76.7,40,1002
AL292020,Eta,2020-11-01 18:00:00,TS,,14.9,-78.2,50,992
AL292020,Eta,2020-11-02 00:00:00,TS,,14.9,-79.4,60,988
AL292020,Eta,2020-11-02 06:00:00,HU,,14.9,-80.4,70,982
AL292020,Eta,2020-11-02 12:00:00,HU,,14.8,-81.2,90,972
AL292020,Eta,2020-11-02 18:00:00,HU,,14.7,-82.0,115,948
AL292020,Eta,2020-11-03 00:00:00,HU,,14.3,-82.5,130,929
AL292020,Eta,2020-11-03 06:00:00,HU,,14.0,-82.9,130,922
AL292020,Eta,2020-11-03 12:00:00,HU,,13.6,-83.1,125,936
AL292020,Eta,2020-11-03 18:00:00,HU,,13.7,-83.3,120,940
AL292020,Eta,2020-11-03 21:00:00,HU,L,13.8,-83.5,120,940
AL292020,Eta,2020-11-04 00:00:00,HU,,13.8,-83.7,95,965
AL292020,Eta,2020-11-04 06:00:00,HU,,13.8,-84.3,70,980
AL292020,Eta,2020-11-04 12:00:00,TS,,13.8,-84.9,50,993
AL292020,Eta,2020-11-04 18:00:00,TS,,13.9,-85.4,40,998
AL292020,Eta,2020-11-05 00:00:00,TD,,14.0,-86.0,30,1002
AL292020,Eta,2020-11-06 06:00:00,TD,,16.7,-87.6,30,1004
AL292020,Eta,2020-11-06 12:00:00,TD,,16.9,-87.4,30,1004
AL292020,Eta,2020-11-06 18:00:00,TD,,17.1,-87.1,30,1004
AL292020,Eta,2020-11-07 00:00:00,TD,,17.5,-86.4,30,1002
AL292020,Eta,2020-11-07 06:00:00,TS,,18.2,-85.1,35,1001
AL292020,Eta,2020-11-07 12:00:00,TS,,19.1,-83.2,45,997
AL292020,Eta,2020-11-07 18:00:00,TS,,19.8,-81.5,55,994
AL292020,Eta,2020-11-08 00:00:00,TS,,20.4,-80.2,55,991
AL292020,Eta,2020-11-08 06:00:00,TS,,21.1,-79.5,55,991
AL292020,Eta,2020-11-08 08:55:00,TS,L,21.5,-79.2,55,991
AL292020,Eta,2020-11-08 12:00:00,TS,,22.2,-79.0,50,993
AL292020,Eta,2020-11-08 18:00:00,TS,,23.5,-79.2,55,993
AL292020,Eta,2020-11-09 00:00:00,TS,,24.5,-80.1,55,993
AL292020,Eta,2020-11-09 04:00:00,TS,L,24.9,-80.7,55,993
AL292020,Eta,2020-11-09 06:00:00,TS,,25.0,-81.4,55,992
AL292020,Eta,2020-11-09 12:00:00,TS,,24.9,-82.9,50,992
AL292020,Eta,2020-11-09 18:00:00,TS,,24.2,-84.1,45,995
AL292020,Eta,2020-11-10 00:00:00,TS,,23.4,-85.0,45,995
AL302020,Theta,2020-11-10 00:00:00,SS,,28.8,-41.0,50,999
AL292020,Eta,2020-11-10 06:00:00,TS,,23.0,-85.4,45,995
AL302020,Theta,2020-11-10 06:00:00,SS,,28.8,-39.5,55,994
AL292020,Eta,2020-11-10 12:00:00,TS,,22.6,-85.3,50,992
AL302020,Theta,2020-11-10 12:00:00,SS,,28.9,-38.0,60,989
AL292020,Eta,2020-11-10 18:00:00,TS,,22.9,-85.1,50,992
AL302020,Theta,2020-11-10 18:00:00,TS,,29.0,-36.7,60,987
AL292020,Eta,2020-11-11 00:00:00,TS,,23.5,-84.6,55,990
AL302020,Theta,2020-11-11 00:00:00,TS,,29.2,-35.8,55,988
AL292020,Eta,2020-11-11 06:00:00,TS,,24.5,-84.2,60,987
AL302020,Theta,2020-11-11 06:00:00,TS,,29.4,-34.9,55,988
AL292020,Eta,2020-11-11 12:00:00,HU,,25.8,-83.9,65,983
AL302020,Theta,2020-11-11 12:00:00,TS,,29.6,-33.8,55,989
AL292020,Eta,2020-11-11 18:00:00,TS,,26.8,-83.7,60,990
AL302020,Theta,2020-11-11 18:00:00,TS,,30.3,-32.5,55,989
AL292020,Eta,2020-11-12 00:00:00,TS,,27.9,-83.5,55,992
AL302020,Theta,2020-11-12 00:00:00,TS,,31.1,-31.9,60,987
AL292020,Eta,2020-11-12 06:00:00,TS,,28.7,-83.2,50,994
AL302020,Theta,2020-11-12 06:00:00,TS,,31.5,-30.8,55,988
AL292020,Eta,2020-11-12 09:20:00,TS,L,29.2,-82.9,45,996
AL292020,Eta,2020-11-12 12:00:00,TS,,29.7,-82.5,40,1001
AL302020,Theta,2020-11-12 12:00:00,TS,,31.5,-29.4,55,989
AL292020,Eta,2020-11-12 18:00:00,TS,,30.9,-81.3,35,1003
AL302020,Theta,2020-11-12 18:00:00,TS,,31.7,-28.0,55,990
AL292020,Eta,2020-11-13 00:00:00,TS,,31.9,-79.9,40,1004
AL302020,Theta,2020-11-13 00:00:00,TS,,31.9,-26.7,50,992
AL292020,Eta,2020-11-13 06:00:00,TS,,32.7,-78.0,40,1004
AL302020,Theta,2020-11-13 06:00:00,TS,,31.9,-25.4,50,993
AL302020,Theta,2020-11-13 12:00:00,TS,,31.9,-24.2,45,994
AL312020,Iota,2020-11-13 12:00:00,TD,,14.4,-73.7,30,1006
AL302020,Theta,2020-11-13 18:00:00,TS,,32.0,-23.1,45,996
AL312020,Iota,2020-11-13 18:00:00,TS,,14.0,-74.1,35,1005
AL302020,Theta,2020-11-14 00:00:00,TS,,32.0,-22.1,40,997
AL312020,Iota,2020-11-14 00:00:00,TS,,13.6,-74.5,35,1005
AL302020,Theta,2020-11-14 06:00:00,TS,,31.9,-21.2,35,999
AL312020,Iota,2020-11-14 06:00:00,TS,,13.3,-75.0,35,1004
AL302020,Theta,2020-11-14 12:00:00,TS,,31.8,-20.4,35,1000
AL312020,Iota,2020-11-14 12:00:00,TS,,12.9,-75.7,40,1002
AL302020,Theta,2020-11-14 18:00:00,TS,,31.7,-19.6,35,1002
AL312020,Iota,2020-11-14 18:00:00,TS,,12.5,-76.4,45,997
AL302020,Theta,2020-11-15 00:00:00,TS,,31.7,-18.9,35,1003
AL312020,Iota,2020-11-15 00:00:00,TS,,12.6,-76.7,55,992
AL302020,Theta,2020-11-15 06:00:00,TD,,31.6,-18.5,30,1005
AL312020,Iota,2020-11-15 06:00:00,HU,,13.0,-77.1,65,988
AL312020,Iota,2020-11-15 12:00:00,HU,,13.1,-78.0,70,982
AL312020,Iota,2020-11-15 18:00:00,HU,,13.2,-78.9,75,974
AL312020,Iota,2020-11-16 00:00:00,HU,,13.2,-79.8,90,961
AL312020,Iota,2020-11-16 06:00:00,HU,,13.4,-80.7,120,935
AL312020,Iota,2020-11-16 12:00:00,HU,,13.5,-81.5,135,917
AL312020,Iota,2020-11-16 18:00:00,HU,,13.5,-82.3,130,918
AL312020,Iota,2020-11-17 00:00:00,HU,,13.6,-83.0,130,918
AL312020,Iota,2020-11-17 03:40:00,HU,L,13.6,-83.5,125,922
AL312020,Iota,2020-11-17 06:00:00,HU,,13.7,-83.8,110,935
AL312020,Iota,2020-11-17 12:00:00,HU,,13.7,-84.7,75,965
AL312020,Iota,2020-11-17 18:00:00,TS,,13.7,-85.7,55,988
AL312020,Iota,2020-11-18 00:00:00,TS,,13.8,-86.7,40,1000
AL312020,Iota,2020-11-18 06:00:00,TS,,13.8,-87.8,35,1005
AL312020,Iota,2020-11-18 12:00:00,TD,,13.7,-89.0,25,1006
AL012021,Ana,2021-05-22 06:00:00,SS,,34.2,-62.1,35,1006
AL012021,Ana,2021-05-22 12:00:00,SS,,34.3,-62.7,35,1006
AL012021,Ana,2021-05-22 18:00:00,SS,,34.2,-62.4,35,1006
AL012021,Ana,2021-05-23 00:00:00,TS,,34.7,-61.8,40,1005
AL012021,Ana,2021-05-23 06:00:00,TS,,35.4,-61.1,40,1004
AL012021,Ana,2021-05-23 12:00:00,TS,,36.1,-60.3,35,1005
AL022021,Bill,2021-06-14 06:00:00,TD,,33.2,-75.9,25,1006
AL022021,Bill,2021-06-14 12:00:00,TD,,34.0,-74.5,30,1005
AL022021,Bill,2021-06-14 18:00:00,TS,,34.9,-72.8,35,1003
AL022021,Bill,2021-06-15 00:00:00,TS,,36.0,-70.8,40,1000
AL022021,Bill,2021-06-15 06:00:00,TS,,37.6,-67.8,50,996
AL022021,Bill,2021-06-15 12:00:00,TS,,39.4,-64.0,55,992
AL022021,Bill,2021-06-15 18:00:00,TS,,40.9,-60.8,45,997
AL032021,Claudette,2021-06-19 00:00:00,TS,,28.4,-91.2,40,1005
AL032021,Claudette,2021-06-19 04:30:00,TS,L,29.2,-91.0,40,1003
AL032021,Claudette,2021-06-19 06:00:00,TS,,29.5,-90.8,40,1003
AL032021,Claudette,2021-06-19 12:00:00,TS,,30.6,-89.9,35,1004
AL032021,Claudette,2021-06-19 18:00:00,TD,,31.5,-88.8,30,1005
AL032021,Claudette,2021-06-20 00:00:00,TD,,32.4,-87.8,25,1005
AL032021,Claudette,2021-06-20 06:00:00,TD,,33.1,-86.5,25,1006
AL032021,Claudette,2021-06-20 12:00:00,TD,,33.5,-84.8,25,1007
AL032021,Claudette,2021-06-20 18:00:00,TD,,33.8,-83.1,25,1008
AL032021,Claudette,2021-06-21 00:00:00,TD,,34.2,-81.2,30,1007
AL032021,Claudette,2021-06-21 06:00:00,TS,,35.0,-79.1,40,1006
AL032021,Claudette,2021-06-21 12:00:00,TS,,36.0,-76.5,40,1005
AL032021,Claudette,2021-06-21 18:00:00,TS,,37.0,-73.5,40,1004
AL032021,Claudette,2021-06-22 00:00:00,TS,,38.4,-70.7,40,1004
AL042021,Danny,2021-06-27 18:00:00,TD,,29.8,-72.8,30,1013
AL042021,Danny,2021-06-28 00:00:00,TD,,30.1,-74.5,30,1013
AL042021,Danny,2021-06-28 06:00:00,TS,,30.7,-76.1,35,1011
AL042021,Danny,2021-06-28 12:00:00,TS,,31.5,-77.6,35,1011
